SubmissionID,What is your age range?,How many cups of coffee do you consume per day?,Do you add any dairy or dairy alternative to your coffee?,What kind of dairy? (Whole milk),What kind of dairy? (Skim milk),What kind of dairy? (Half and half),What kind of dairy? (Coffee creamer),What kind of dairy? (Flavored creamer),What kind of dairy? (Oat milk),What kind of dairy? (Almond milk),What kind of dairy? (Soy milk),Do you add any sugar or sweetener to your coffee?,What kind of sugar or sweetener? (Granulated Sugar),What kind of sugar or sweetener? (Artificial Sweetener),What kind of sugar or sweetener? (Honey),What kind of sugar or sweetener? (Maple Syrup),What kind of sugar or sweetener? (Stevia),What kind of sugar or sweetener? (Agave Nectar),What kind of sugar or sweetener? (Brown Sugar),What kind of sugar or sweetener? (Raw Sugar),How do you brew your coffee? (Pour over),How do you brew your coffee? (French press),How do you brew your coffee? (Espresso),How do you brew your coffee? (Coffee brewing machine),How do you brew your coffee? (Pod/capsule machine),How do you brew your coffee? (Instant coffee),How do you brew your coffee? (Bean-to-cup machine),How do you brew your coffee? (Cold brew),How do you brew your coffee? (Coffee extract)
BGLM4e,45-54,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
KMPbbz,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
YZoN0J,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
yl0W28,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1rbjEg,45-54,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24b2Vp,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
24b2lj,25-34,1,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MArWYp,25-34,,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kY02eZ,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yl0QNX,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rl0ek5,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bl2oKe,45-54,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
oA0qlV,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RzZNVQ,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
9d6k64,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24bDag,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZdGML5,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6d1gzN,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KMP9bA,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5dlJ7E,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGLrPN,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
421ZLr,35-44,2,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
YZo1L5,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LdE80y,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
qbYyb5,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aBjWKB,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6d1KqA,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24bqRp,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
42178d,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oA0RGM,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WApvYR,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NABe7W,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MAd98k,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GrBPdk,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42NgdO,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DVvlbq,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
qbE2M2,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24xMzp,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rlrxo5,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
XeBKAd,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g5NRxN,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42NgM5,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8dp00l,45-54,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OABWqp,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
42NWaY,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
EPbjYr,,< 1,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
VZ1RYl,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rz8GXv,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
oAV4YX,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XeO52V,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5dqy9M,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QABP67,45-54,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AlWzdy,45-54,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
bl4P96,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aBZ9GX,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BGbNGQ,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EPb9Y2,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
BG8EjA,25-34,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6dQoVo,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
NABzGb,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0EoV9y,35-44,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vNqX5D,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OAB6ER,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
KMBbAX,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RzBppJ,18-24,3,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1r28gg,25-34,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42NeJo,18-24,4,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ylqV46,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NABG0O,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rz8Wyj,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
oAVXgX,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABaYx,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
zKWjyE,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AlW7kW,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PA8dLV,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J28KbJ,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RzZWAQ,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kY0bMr,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0EbV9P,55-64,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MArXNp,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
VZoEby,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
XeRLLg,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EPBK7o,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
J2V17r,35-44,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lN0BYo,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
oA0D9b,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jBGDW1,55-64,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lN0BDN,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XeRJxV,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vN0eAl,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RzZM8d,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
blNVVL,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WAl9Oj,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EPBKpL,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9d6NaY,55-64,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
VZ9pXE,,,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blNVJE,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZdR4pA,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
qbYZR9,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
QA8KkY,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dYQWYA,25-34,2,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
J2VKGX,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZdG5yV,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RzZK14,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
eB9qre,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pL0xab,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
QA8KBk,18-24,1,1.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6dr82B,25-34,,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dYZWjK,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pLPjdJ,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
xd9x9d,18-24,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8dJoAY,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YZo58J,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7dJXK9,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KMPpk8,18-24,< 1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
6d1DWJ,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
XeOxkY,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
QABQ5G,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MAdxEk,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pLRJ9y,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
xd4kxy,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LdMLPv,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RzvADQ,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
oAVLEx,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABJ1V,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J2kvdR,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vNE5Og,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42NVrX,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1OpM,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZvREv,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7d1rKL,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rlrM5R,18-24,> 4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kYR8Pj,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NAB1WB,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GrBO2O,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rlr84L,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LdvjJ2,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BGbJo7,25-34,3,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6dAGGe,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
pLR1jb,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RzBy5d,25-34,4,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
XeBPWj,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dY2exq,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NAB1oB,35-44,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
AlbMRB,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VZb1Wv,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZbMby,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pLPYlP,18-24,< 1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPbooq,25-34,< 1,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
eB0BZq,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bl41a0,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
rlr8ep,>65,4,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9dJAbX,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VZ1Ojy,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAb6Pb,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
KMBKYX,18-24,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BGbJv4,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qbE1GG,35-44,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pLRj4B,55-64,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oAV8W5,45-54,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KMBKlA,18-24,< 1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1r2o7Q,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LdMLzp,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
J2XaDr,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EPboy2,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8dpbDA,>65,1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
g5N6Gl,35-44,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0Ejq9Q,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J2V5bo,25-34,< 1,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
lNlkL5,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GrBA1j,18-24,< 1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42AA2k,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OAdBMa,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6dQEro,18-24,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
NAB1MN,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9dJjE1,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABJ20,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7d9roL,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8dp4eA,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7d9r46,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
VZ1Olv,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OABMJp,18-24,3,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aBrqry,25-34,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZdRrGv,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lNlkYV,25-34,3,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KMvLNM,35-44,2,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
rlrMr5,25-34,1,0.0,,,,,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
