scheduled,actual,carrier,flight,tailnum,origin,dest,air_time,distance
"06/13/2023, 19:35","06/13/2023, 19:31",DL,381,N344NB,ATL,DAL,114,721
"10/07/2023, 07:05","10/07/2023, 07:00",WN,608,N7704B,ATL,AUS,129,813
"05/01/2023, 20:15","05/01/2023, 20:37",DL,146,N539US,ATL,SNA,261,1919
"05/01/2023, 06:15","05/01/2023, 06:14",F9,525,N361FR,ATL,ORD,116,606
"11/26/2023, 19:40","11/26/2023, 20:29",WN,725,N441WN,ATL,STL,84,484
"12/22/2023, 08:35","12/22/2023, 08:31",DL,611,N931DQ,ATL,MEM,55,332
"07/09/2023, 11:34","07/09/2023, 11:32",OO,1305,N693CA,ATL,AGS,30,143
"10/13/2023, 18:25","10/13/2023, 18:25",DL,851,N912DU,ATL,CVG,57,373
"05/22/2023, 21:57","05/22/2023, 23:09",NK,1104,N529NK,ATL,MIA,80,594
"06/23/2023, 07:00","06/23/2023, 06:57",UA,580,N803UA,ATL,IAH,98,689
"06/19/2023, 16:15","06/19/2023, 20:43",F9,617,N384FR,ATL,MIA,102,594
"07/05/2023, 22:53","07/05/2023, 23:36",DL,1015,N684DA,ATL,BWI,80,577
"07/26/2023, 21:25","07/26/2023, 22:21",DL,428,N588NW,ATL,MCO,62,404
"02/08/2023, 07:15","02/08/2023, 07:09",DL,95,N319DN,ATL,LGA,95,762
"12/26/2023, 19:25","12/26/2023, 20:03",WN,373,N7880D,ATL,LAS,236,1747
"04/02/2023, 20:30","04/02/2023, 20:36",DL,85,N126DN,ATL,LGA,102,762
"12/23/2023, 22:33","12/23/2023, 22:28",DL,884,N943DZ,ATL,CVG,62,373
"07/22/2023, 22:59","07/22/2023, 22:59",DL,549,N363DN,ATL,PBI,87,545
"06/02/2023, 20:55","06/02/2023, 20:51",9E,1517,N932XJ,ATL,AGS,32,143
"06/06/2023, 15:13","06/06/2023, 15:11",DL,306,N127DN,ATL,DEN,154,1199
"11/08/2023, 22:05","11/08/2023, 22:40",WN,1441,N7738A,ATL,MCO,59,404
"01/20/2023, 15:51","01/20/2023, 16:27",DL,870,N986AT,ATL,SDF,51,321
"12/20/2023, 06:12","12/20/2023, 06:03",AA,1115,N9026C,ATL,ORD,92,606
"05/19/2023, 19:55","05/19/2023, 20:20",WN,566,N8574Z,ATL,DCA,89,547
"03/14/2023, 19:30","03/14/2023, 19:25",DL,897,N953DZ,ATL,ECP,43,240
"08/05/2023, 08:55","08/05/2023, 08:55",DL,645,N921DU,ATL,SJC,270,2116
"09/19/2023, 17:26","09/19/2023, 17:24",AA,581,N8001N,ATL,PHL,91,666
"05/26/2023, 10:00","05/26/2023, 09:58",OO,1137,N679CA,ATL,LFT,77,503
"02/05/2023, 10:57","02/05/2023, 11:00",NK,408,N957NK,ATL,BOS,129,946
"05/11/2023, 08:10","05/11/2023, 08:07",DL,801,N955AT,ATL,GSP,27,153
"01/01/2023, 13:45","01/01/2023, 13:44",DL,127,N367NW,ATL,LGA,96,762
"06/23/2023, 20:59","06/23/2023, 21:50",DL,1046,N693DL,ATL,MSY,65,425
"01/01/2023, 15:59","01/01/2023, 15:55",DL,738,N935AT,ATL,HSV,35,151
"03/06/2023, 18:47","03/06/2023, 18:36",AS,56,N495AS,ATL,SEA,311,2182
"07/03/2023, 18:37","07/03/2023, 18:34",DL,947,N913DU,ATL,PIT,79,526
"02/18/2023, 22:26","02/18/2023, 22:23",DL,585,N364NW,ATL,SYR,100,794
"11/01/2023, 09:27","11/01/2023, 09:25",DL,664,N950AT,ATL,GPT,58,352
"04/08/2023, 08:00","04/08/2023, 07:56",DL,227,N374NW,ATL,LGA,94,762
"03/13/2023, 14:28","03/13/2023, 14:28",OO,1187,N689CA,ATL,BMI,85,533
"09/19/2023, 09:40","09/19/2023, 09:38",DL,1190,N873DN,ATL,BDL,112,859
"12/28/2023, 09:15","12/28/2023, 09:10",DL,106,N377NW,ATL,BUF,89,712
"12/17/2023, 09:15","12/17/2023, 09:24",DL,66,N334NW,ATL,DCA,70,547
"06/04/2023, 20:00","06/04/2023, 20:28",DL,653,N937AT,ATL,JAN,52,341
"12/21/2023, 13:47","12/21/2023, 13:45",DL,484,N347DN,ATL,SAT,135,874
"11/16/2023, 07:15","11/16/2023, 07:12",DL,1078,N698DL,ATL,PHL,91,666
"07/11/2023, 20:00","07/11/2023, 19:56",OO,1300,N816SK,ATL,HPN,114,780
"01/25/2023, 22:40","01/25/2023, 23:01",DL,284,N338DN,ATL,BUF,87,712
"09/23/2023, 15:10","09/23/2023, 15:07",DL,289,N362DN,ATL,DCA,81,547
"09/19/2023, 08:20","09/19/2023, 08:16",DL,341,N866DN,ATL,SEA,286,2182
"04/14/2023, 16:44","04/14/2023, 16:42",9E,1285,N391CA,ATL,DHN,34,170
"02/03/2023, 09:51","02/03/2023, 09:49",DL,104,N6714Q,ATL,LAX,246,1947
"03/17/2023, 12:05","03/17/2023, 12:03",DL,274,N371DA,ATL,LEX,49,304
"04/01/2023, 10:51","04/01/2023, 13:39",DL,184,N538US,ATL,JAC,241,1572
"07/02/2023, 12:01","07/02/2023, 11:56",DL,880,N896AT,ATL,GNV,47,300
"11/11/2023, 18:00","11/11/2023, 17:55",9E,1552,N937XJ,ATL,DAY,63,432
"01/09/2023, 12:31","01/09/2023, 12:23",DL,65,N985AT,ATL,TYS,29,152
"11/07/2023, 06:07","11/07/2023, 06:02",UA,27,N27421,ATL,EWR,101,746
"12/27/2023, 14:02","12/27/2023, 13:58",DL,577,N955DZ,ATL,PIT,67,526
"12/01/2023, 13:40","12/01/2023, 13:37",DL,809,N954DZ,ATL,CMH,63,447
"02/16/2023, 11:46","02/16/2023, 12:31",DL,563,N953AT,ATL,JAN,58,341
"10/29/2023, 17:10","10/29/2023, 19:51",WN,752,N8838Q,ATL,DEN,173,1199
"12/27/2023, 10:40","12/27/2023, 11:28",DL,810,N335NW,ATL,DFW,113,731
"10/23/2023, 12:25","10/23/2023, 12:23",WN,171,N8887Q,ATL,LIT,70,453
"07/09/2023, 14:25","07/09/2023, 15:02",DL,882,N938AT,ATL,TYS,33,152
"07/14/2023, 09:18","07/14/2023, 09:15",OO,1319,N806SK,ATL,GTR,45,241
"10/12/2023, 11:20","10/12/2023, 11:29",NK,391,N646NK,ATL,MSP,130,907
"03/10/2023, 08:20","03/10/2023, 08:16",DL,197,N380DN,ATL,LAS,246,1747
"11/21/2023, 12:24","11/21/2023, 12:21",DL,1075,N938DZ,ATL,GSP,26,153
"08/19/2023, 18:40","08/19/2023, 18:35",9E,1235,N928XJ,ATL,TYS,32,152
"11/14/2023, 06:40","11/14/2023, 06:38",WN,1281,N8576Z,ATL,DAL,102,721
"09/02/2023, 21:15","09/02/2023, 21:10",DL,316,N581NW,ATL,SEA,265,2182
"09/23/2023, 12:20","09/23/2023, 12:12",OH,1722,N588NN,ATL,CLT,44,226
"06/01/2023, 07:15","06/01/2023, 07:12",DL,487,N697DL,ATL,TPA,70,406
"07/07/2023, 13:45","07/07/2023, 13:45",NK,469,N976NK,ATL,BWI,94,577
"12/29/2023, 08:55","12/29/2023, 08:53",9E,1444,N133EV,ATL,AVL,31,164
"09/15/2023, 15:50","09/15/2023, 15:48",YX,1755,N882RW,ATL,HHH,43,238
"04/01/2023, 20:00","04/01/2023, 19:55",DL,890,N365NW,ATL,MLB,60,442
"04/30/2023, 16:57","04/30/2023, 17:39",DL,785,N689DL,ATL,RIC,64,481
"01/14/2023, 23:15","01/14/2023, 23:23",DL,1392,N351DN,ATL,MKE,99,669
"08/31/2023, 13:58","08/31/2023, 14:08",DL,553,N368NB,ATL,OKC,105,761
"12/11/2023, 10:05","12/11/2023, 10:01",WN,302,N942WN,ATL,MSY,72,425
"05/27/2023, 14:38","05/27/2023, 14:38",NK,952,N943NK,ATL,DFW,112,731
"10/10/2023, 12:38","10/10/2023, 12:34",DL,869,N110DX,ATL,SAT,122,874
"05/03/2023, 09:00","05/03/2023, 08:59",DL,1038,N347NW,ATL,OKC,110,761
"01/24/2023, 14:20","01/24/2023, 14:14",DL,881,N963AT,ATL,DAY,66,432
"04/21/2023, 09:55","04/21/2023, 09:51",DL,991,N351NB,ATL,ALB,107,853
"11/18/2023, 09:40","11/18/2023, 09:35",DL,640,N846DN,ATL,DTW,87,594
"03/13/2023, 10:06","03/13/2023, 10:05",DL,1006,N950DZ,ATL,PNS,50,271
"07/08/2023, 22:03","07/09/2023, 00:08",DL,899,N678DL,ATL,ORF,69,516
"11/22/2023, 19:59","11/22/2023, 19:56",DL,887,N685DA,ATL,BWI,83,577
"06/05/2023, 22:25","06/05/2023, 23:56",DL,458,N593NW,ATL,MCO,59,404
"05/08/2023, 17:48","05/08/2023, 17:47",DL,966,N372NW,ATL,STL,72,484
"08/09/2023, 15:56","08/09/2023, 15:52",9E,1209,N197PQ,ATL,MLU,69,448
"03/27/2023, 07:04","03/27/2023, 07:22",UA,492,N16701,ATL,IAH,111,689
"09/26/2023, 08:50","09/26/2023, 08:48",WN,1250,N8776L,ATL,SAT,123,874
"06/22/2023, 07:05","06/22/2023, 07:21",DL,487,N553NW,ATL,TPA,72,406
"01/12/2023, 07:33","01/12/2023, 07:31",DL,1188,N554NW,ATL,BWI,81,577
"09/18/2023, 07:10","09/18/2023, 07:09",DL,1300,N353DN,ATL,AUS,111,813
"08/23/2023, 05:40","08/23/2023, 05:37",NK,383,N529NK,ATL,ORD,90,606
"02/23/2023, 22:35","02/23/2023, 22:30",DL,265,N3741S,ATL,DAB,52,366
"05/13/2023, 07:01","05/15/2023, 12:42",AA,801,N9025B,ATL,MIA,106,594
"02/05/2023, 15:36","02/05/2023, 15:33",NK,346,N647NK,ATL,BOS,119,946
"07/18/2023, 21:56","07/18/2023, 21:47",DL,807,N893AT,ATL,MSN,101,707
"05/12/2023, 06:45","05/12/2023, 06:43",WN,150,N871HK,ATL,HOU,101,696
"10/28/2023, 17:55","10/28/2023, 17:52",DL,1260,N554NW,ATL,ORF,68,516
"08/25/2023, 21:30","08/25/2023, 21:22",9E,1217,N335PQ,ATL,LFT,67,503
"10/14/2023, 22:21","10/14/2023, 22:19",F9,780,N334FR,ATL,LAS,249,1747
"01/06/2023, 10:07","01/06/2023, 10:28",DL,214,N507DZ,ATL,BOS,112,946
"09/25/2023, 08:19","09/25/2023, 08:17",DL,323,N337DN,ATL,DFW,106,731
"05/15/2023, 16:08","05/15/2023, 16:07",DL,619,N954DZ,ATL,DAB,54,366
"01/22/2023, 17:00","01/22/2023, 17:15",DL,1293,N943AT,ATL,TUL,100,674
"03/27/2023, 07:20","03/27/2023, 07:38",DL,1069,N6705Y,ATL,RIC,65,481
"02/03/2023, 08:32","02/03/2023, 08:29",DL,903,N385DN,ATL,CVG,57,373
"01/26/2023, 17:28","01/26/2023, 17:27",DL,1058,N383DN,ATL,IND,62,432
"02/17/2023, 22:25","02/17/2023, 22:22",DL,766,N870DN,ATL,PIT,72,526
"01/14/2023, 15:51","01/14/2023, 15:49",DL,870,N950AT,ATL,SDF,57,321
"02/07/2023, 13:50","02/07/2023, 13:45",DL,334,N359DN,ATL,PBI,83,545
"10/03/2023, 21:20","10/03/2023, 21:27",WN,1269,N7869A,ATL,FLL,77,581
"06/22/2023, 17:40","06/22/2023, 17:52",DL,1315,N931DQ,ATL,LIT,65,453
"07/13/2023, 14:15","07/13/2023, 14:25",WN,449,N8816Q,ATL,LIT,64,453
"01/17/2023, 15:41","01/17/2023, 15:35",DL,910,N970AT,ATL,DSM,116,743
"09/19/2023, 15:10","09/19/2023, 15:41",DL,289,N355DN,ATL,DCA,86,547
"05/04/2023, 17:00","05/04/2023, 16:54",DL,442,N347NB,ATL,TYS,30,152
"10/02/2023, 07:33","10/02/2023, 07:30",DL,796,N689DL,ATL,FLL,85,581
"09/12/2023, 07:55","09/12/2023, 07:47",F9,656,N395FR,ATL,DTW,81,594
"01/06/2023, 12:15","01/06/2023, 12:15",DL,338,N103DY,ATL,MSP,137,907
"06/18/2023, 17:55","06/18/2023, 17:47",9E,1584,N279PQ,ATL,BQK,44,238
"12/04/2023, 15:31","12/04/2023, 15:30",F9,886,N312FR,ATL,IAH,112,689
"05/05/2023, 20:50","05/05/2023, 21:35",DL,667,N826DN,ATL,CMH,69,447
"04/09/2023, 15:46","04/09/2023, 16:03",DL,112,N834DN,ATL,GSP,27,153
"07/02/2023, 17:45","07/02/2023, 17:41",DL,522,N670DN,ATL,TPA,61,406
"10/11/2023, 14:15","10/11/2023, 14:15",DL,579,N318DX,ATL,MKE,92,669
"03/10/2023, 08:36","03/10/2023, 08:31",DL,1141,N362NW,ATL,LIT,72,453
"07/27/2023, 10:25","07/27/2023, 10:31",WN,48,N274WN,ATL,MIA,92,594
"07/28/2023, 19:55","07/28/2023, 22:27",WN,1302,N8809L,ATL,DCA,77,547
"04/28/2023, 08:01","04/28/2023, 07:59",DL,701,N696DL,ATL,PIT,67,526
"11/25/2023, 19:59","11/25/2023, 19:55",DL,887,N553NW,ATL,BWI,75,577
"10/20/2023, 14:59","10/20/2023, 14:58",DL,641,N6710E,ATL,RSW,71,515
"10/10/2023, 22:52","10/10/2023, 22:53",DL,86,N108DN,ATL,LAX,253,1947
"08/20/2023, 16:59","08/20/2023, 16:45",OH,1270,N528EG,ATL,DCA,87,547
"01/30/2023, 16:06","01/30/2023, 16:07",9E,1703,N326PQ,ATL,ROA,60,357
"08/21/2023, 07:45","08/21/2023, 07:43",DL,386,N303DN,ATL,PBI,79,545
"06/14/2023, 14:40","06/14/2023, 15:01",DL,995,N323US,ATL,HOU,124,696
"08/05/2023, 16:38","08/05/2023, 16:36",DL,115,N380DN,ATL,SLC,217,1590
"06/30/2023, 08:49","06/30/2023, 09:09",DL,713,N692DL,ATL,FLL,81,581
"06/05/2023, 13:50","06/05/2023, 13:47",DL,652,N3756,ATL,JFK,105,760
"08/11/2023, 21:34","08/11/2023, 21:33",DL,941,N834DN,ATL,GSO,50,306
"09/11/2023, 17:50","09/11/2023, 17:54",WN,1356,N8807L,ATL,MDW,94,591
"03/24/2023, 11:38","03/24/2023, 11:48",UA,91,N78524,ATL,IAH,101,689
"06/01/2023, 21:15","06/01/2023, 21:15",DL,229,N809DN,ATL,SMF,253,2092
"01/29/2023, 10:00","01/29/2023, 10:14",DL,51,N593NW,ATL,SAN,269,1892
"12/22/2023, 15:10","12/22/2023, 15:06",9E,1375,N655CA,ATL,MLI,95,633
"10/10/2023, 15:41","10/10/2023, 15:37",9E,1543,N134EV,ATL,HPN,107,780
"07/18/2023, 07:00","07/18/2023, 06:57",UA,56,N17566,ATL,EWR,96,746
"01/27/2023, 21:20","01/27/2023, 21:17",DL,1190,N314NB,ATL,MLB,62,442
"06/02/2023, 10:15","06/02/2023, 10:12",DL,879,N821DX,ATL,RIC,68,481
"12/22/2023, 19:31","12/22/2023, 19:27",AA,429,N813AW,ATL,MIA,86,594
"07/25/2023, 18:26","07/25/2023, 18:19",DL,373,N303DN,ATL,PBI,87,545
"12/25/2023, 14:55","12/25/2023, 14:55",WN,619,N942WN,ATL,RIC,67,481
"02/03/2023, 22:59","02/03/2023, 22:59",DL,376,N686DA,ATL,MIA,80,594
"12/03/2023, 19:35","12/03/2023, 20:11",WN,30,N8796L,ATL,HOU,106,696
"02/09/2023, 13:24","02/09/2023, 13:21",DL,289,N929DZ,ATL,DTW,82,594
"11/05/2023, 12:15","11/05/2023, 12:59",DL,513,N727TW,ATL,JFK,106,760
"08/19/2023, 22:35","08/19/2023, 22:31",DL,881,N970AT,ATL,ILM,53,377
"10/11/2023, 13:05","10/11/2023, 13:00",DL,1022,N989AT,ATL,CHA,29,106
"05/11/2023, 10:30","05/11/2023, 10:27",DL,190,N863DN,ATL,SFO,273,2139
"10/13/2023, 09:07","10/13/2023, 09:07",9E,1492,N349PQ,ATL,TRI,40,227
"12/17/2023, 07:10","12/17/2023, 07:07",DL,788,N923AT,ATL,EWR,88,746
"05/21/2023, 15:22","05/21/2023, 15:21",DL,749,N990AT,ATL,CLT,39,226
"04/12/2023, 15:59","04/12/2023, 16:14",DL,1047,N936AT,ATL,JAN,54,341
"04/19/2023, 11:59","04/19/2023, 11:56",NK,1083,N519NK,ATL,BWI,89,577
"10/05/2023, 13:03","10/05/2023, 13:03",DL,312,N393DN,ATL,DFW,107,731
"06/25/2023, 20:54","06/25/2023, 22:05",DL,100,N367DN,ATL,DEN,177,1199
"04/21/2023, 07:05","04/21/2023, 07:04",DL,350,N947AT,ATL,CLT,40,226
"06/12/2023, 22:45","06/12/2023, 22:44",DL,665,N332DN,ATL,IAH,95,689
"10/15/2023, 22:40","10/15/2023, 22:47",WN,98,N8808Q,ATL,MCO,61,404
"06/23/2023, 20:02","06/23/2023, 20:01",DL,1316,N373DA,ATL,IND,61,432
"12/15/2023, 08:10","12/15/2023, 08:07",DL,189,N108DN,ATL,SAN,260,1892
"01/31/2023, 08:10","01/31/2023, 08:25",DL,1228,N950AT,ATL,VPS,46,250
"06/09/2023, 10:05","06/09/2023, 09:59",DL,578,N301NB,ATL,DAL,101,721
"09/13/2023, 22:45","09/13/2023, 22:44",DL,461,N337NB,ATL,DAL,108,721
"07/04/2023, 10:11","07/04/2023, 10:02",AA,788,N8009T,ATL,CLT,40,226
"06/04/2023, 20:50","06/04/2023, 21:16",DL,1154,N872DN,ATL,BNA,38,214
"07/12/2023, 16:20","07/12/2023, 16:20",NK,689,N651NK,ATL,MIA,84,594
"08/04/2023, 09:12","08/04/2023, 09:37",DL,190,N343NW,ATL,DCA,84,547
"08/28/2023, 12:34","08/28/2023, 12:40",DL,181,N897DN,ATL,BDL,102,859
"01/05/2023, 22:35","01/05/2023, 22:30",DL,721,N966AT,ATL,SDF,54,321
"03/04/2023, 18:15","03/04/2023, 18:14",DL,199,N336DX,ATL,LAS,243,1747
"10/16/2023, 13:50","10/16/2023, 13:52",DL,1087,N680DA,ATL,MCO,75,404
"07/13/2023, 09:40","07/13/2023, 09:40",DL,1053,N994AT,ATL,MSN,96,707
"11/17/2023, 21:45","11/17/2023, 21:54",WN,1284,N8515X,ATL,RSW,73,515
"05/22/2023, 22:35","05/22/2023, 22:35",DL,731,N537US,ATL,MSY,71,425
"04/09/2023, 22:51","04/09/2023, 22:50",DL,905,N934AT,ATL,TLH,38,223
"06/20/2023, 11:03","06/20/2023, 13:47",DL,649,N723TW,ATL,RDU,55,356
"03/18/2023, 22:05","03/18/2023, 22:04",DL,278,N339DN,ATL,PHX,232,1587
"11/26/2023, 19:29","11/26/2023, 19:28",UA,699,N57299,ATL,EWR,152,746
"02/23/2023, 08:28","02/23/2023, 08:47",DL,221,N826DN,ATL,BOS,118,946
"03/14/2023, 18:33","03/14/2023, 18:28",UA,717,N37274,ATL,EWR,102,746
"11/22/2023, 20:02","11/22/2023, 20:01",DL,1024,N966AT,ATL,HSV,30,151
"02/05/2023, 18:48","02/05/2023, 18:45",OO,991,N837SK,ATL,HPN,110,780
"09/12/2023, 14:08","09/12/2023, 14:06",DL,130,N318DX,ATL,LAS,239,1747
"03/08/2023, 21:55","03/08/2023, 22:28",DL,201,N364DX,ATL,LAX,272,1947
"08/07/2023, 13:20","08/07/2023, 13:51",DL,898,N950DZ,ATL,CVG,67,373
"08/03/2023, 16:55","08/03/2023, 17:59",WN,218,N947WN,ATL,FLL,102,581
"03/17/2023, 19:20","03/17/2023, 19:18",DL,1011,N3751B,ATL,EWR,100,746
"01/23/2023, 09:55","01/23/2023, 09:51",9E,1614,N197PQ,ATL,SGF,89,563
"10/20/2023, 21:10","10/20/2023, 21:10",DL,962,N697DL,ATL,ORF,73,516
"05/09/2023, 07:02","05/09/2023, 06:59",DL,794,N996AT,ATL,IAD,76,534
"05/18/2023, 12:54","05/18/2023, 16:19",OO,1161,N836SK,ATL,MGM,33,147
"02/02/2023, 06:30","02/02/2023, 06:35",DL,848,N670DN,ATL,MCO,57,404
"07/31/2023, 09:55","07/31/2023, 09:51",9E,1431,N135EV,ATL,ABE,102,692
"10/11/2023, 09:15","10/11/2023, 09:12",DL,1044,N974AT,ATL,MYR,47,317
"07/21/2023, 21:35","07/21/2023, 23:35",WN,779,N871HK,ATL,BWI,76,577
"01/20/2023, 22:41","01/20/2023, 22:34",DL,1035,N3773D,ATL,GSO,46,306
"02/16/2023, 16:35","02/16/2023, 16:35",DL,721,N174DZ,ATL,JFK,111,760
"03/01/2023, 16:28","03/01/2023, 16:37",DL,321,N6705Y,ATL,PHL,90,666
"05/17/2023, 08:40","05/17/2023, 08:34",DL,364,N868DN,ATL,SRQ,69,444
"01/23/2023, 20:36","01/23/2023, 20:32",DL,207,N707TW,ATL,SNA,257,1919
"01/08/2023, 10:00","01/08/2023, 09:56",DL,1175,N934AT,ATL,BDL,105,859
"08/29/2023, 20:29","08/29/2023, 23:36",B6,832,N608JB,ATL,LGA,100,762
"10/22/2023, 22:45","10/22/2023, 22:44",WN,1305,N7739A,ATL,RIC,72,481
"12/22/2023, 13:41","12/22/2023, 13:40",9E,1373,N294PQ,ATL,MLU,71,448
"02/17/2023, 19:37","02/17/2023, 19:33",DL,125,N688DL,ATL,MCO,60,404
"12/12/2023, 17:10","12/12/2023, 17:12",WN,676,N570WN,ATL,DEN,175,1199
"07/09/2023, 08:21","07/09/2023, 08:19",DL,632,N310DN,ATL,SAT,116,874
"11/28/2023, 19:55","11/28/2023, 19:53",DL,406,N658DL,ATL,JAX,41,270
"06/29/2023, 09:00","06/29/2023, 08:58",AA,410,N156AN,ATL,MIA,88,594
"03/24/2023, 20:45","03/24/2023, 21:04",DL,254,N120DN,ATL,LAS,261,1747
"07/01/2023, 15:08","07/01/2023, 15:18",UA,197,N416UA,ATL,IAH,89,689
"04/21/2023, 08:30","04/21/2023, 08:28",WN,13,N260WN,ATL,IND,66,432
"05/03/2023, 08:15","05/03/2023, 08:11",DL,829,N896AT,ATL,TYS,33,152
"02/28/2023, 12:50","02/28/2023, 12:47",9E,1077,N678CA,ATL,MGM,31,147
"04/27/2023, 07:05","04/27/2023, 07:06",NK,418,N532NK,ATL,ORD,98,606
"10/01/2023, 09:10","10/01/2023, 09:10",WN,681,N8761L,ATL,SAN,246,1892
"11/25/2023, 14:34","11/25/2023, 14:33",DL,572,N938DZ,ATL,CVG,54,373
"08/14/2023, 23:08","08/14/2023, 23:47",DL,711,N539US,ATL,MSY,59,425
"10/15/2023, 13:17","10/15/2023, 13:16",DL,1123,N962DZ,ATL,MEM,55,332
"11/01/2023, 11:00","11/01/2023, 10:57",DL,661,N978AT,ATL,AVL,33,164
"02/24/2023, 07:20","02/24/2023, 07:20",DL,736,N321DH,ATL,CLE,74,554
"07/11/2023, 20:10","07/11/2023, 20:16",DL,825,N684DA,ATL,BWI,80,577
"02/19/2023, 16:20","02/19/2023, 16:17",DL,123,N368NW,ATL,LGA,100,762
"12/30/2023, 07:20","12/30/2023, 07:18",DL,706,N6711M,ATL,FLL,91,581
"02/02/2023, 08:00","02/02/2023, 07:55",UA,46,N429UA,ATL,DEN,179,1199
"03/02/2023, 16:39","03/02/2023, 16:36",DL,264,N392DN,ATL,DEN,185,1199
"09/17/2023, 11:15","09/17/2023, 11:11",9E,1552,N601LR,ATL,BTR,76,448
"02/11/2023, 19:30","02/11/2023, 19:26",9E,1014,N298PQ,ATL,CHO,59,457
"10/30/2023, 22:25","10/30/2023, 22:12",DL,1159,N939AT,ATL,DAY,59,432
"07/09/2023, 09:55","07/09/2023, 09:53",DL,707,N547US,ATL,SJU,194,1547
"01/30/2023, 08:50","01/30/2023, 09:06",WN,1304,N8558Z,ATL,DCA,67,547
"10/22/2023, 18:11","10/22/2023, 18:33",DL,977,N939DZ,ATL,PNS,42,271
"10/26/2023, 15:16","10/26/2023, 15:16",DL,822,N679DA,ATL,SAV,35,214
"09/03/2023, 20:40","09/03/2023, 20:39",DL,1760,N6711M,ATL,DTW,87,594
"07/29/2023, 14:54","07/29/2023, 15:13",DL,219,N347DN,ATL,BOS,155,946
"11/09/2023, 07:15","11/09/2023, 07:31",DL,268,N775DE,ATL,CMH,64,447
"10/16/2023, 20:18","10/16/2023, 20:51",DL,656,N959AT,ATL,OMA,114,821
"06/19/2023, 10:35","06/19/2023, 11:46",DL,616,N660DL,ATL,FLL,85,581
"10/15/2023, 08:10","10/15/2023, 08:09",DL,254,N593NW,ATL,LAS,231,1747
"06/04/2023, 22:49","06/04/2023, 22:49",DL,861,N6713Y,ATL,RIC,65,481
"01/29/2023, 23:35","01/29/2023, 23:37",DL,1129,N822DX,ATL,TPA,57,406
"11/08/2023, 22:44","11/08/2023, 22:41",DL,1158,N928AT,ATL,AVL,46,164
"07/07/2023, 10:10","07/07/2023, 10:07",9E,1364,N931XJ,ATL,MLU,63,448
"09/10/2023, 09:55","09/10/2023, 10:04",DL,251,N596NW,ATL,SEA,294,2182
"02/07/2023, 11:20","02/07/2023, 11:15",9E,1008,N187GJ,ATL,CRW,56,363
"11/18/2023, 17:40","11/18/2023, 17:37",DL,1197,N841DN,ATL,IND,61,432
"04/21/2023, 09:40","04/21/2023, 09:46",DL,947,N954AT,ATL,CLT,38,226
"08/29/2023, 20:50","08/29/2023, 20:49",DL,853,N996AT,ATL,GPT,60,352
"03/28/2023, 18:23","03/28/2023, 19:25",DL,960,N549US,ATL,TPA,64,406
"11/18/2023, 14:35","11/18/2023, 14:29",9E,1501,N326PQ,ATL,AEX,76,500
"11/23/2023, 13:40","11/23/2023, 13:40",DL,934,N935DZ,ATL,BNA,36,214
"01/27/2023, 17:33","01/27/2023, 17:28",YX,1534,N425YX,ATL,LGA,99,762
"06/07/2023, 15:02","06/07/2023, 15:27",DL,678,N945DZ,ATL,SAV,38,214
"10/01/2023, 09:10","10/01/2023, 09:06",DL,308,N900DU,ATL,SMF,264,2092
"04/22/2023, 19:20","04/22/2023, 19:28",9E,1325,N836AY,ATL,ABY,27,145
"06/30/2023, 22:19","06/30/2023, 22:54",9E,1573,N340CA,ATL,SHV,79,551
"01/07/2023, 18:19","01/07/2023, 18:15",DL,556,N951DX,ATL,ECP,39,240
"07/08/2023, 16:12","07/08/2023, 16:18",NK,526,N658NK,ATL,BWI,90,577
"04/02/2023, 13:41","04/02/2023, 13:37",DL,244,N802DN,ATL,SFO,295,2139
"05/08/2023, 08:15","05/08/2023, 08:13",DL,407,N948AT,ATL,XNA,87,589
"05/01/2023, 06:40","05/01/2023, 07:51",B6,51,N267JB,ATL,JFK,97,760
"11/09/2023, 10:05","11/09/2023, 10:00",DL,324,N129DN,ATL,LAS,266,1747
"08/14/2023, 20:09","08/14/2023, 20:24",DL,88,N903DN,ATL,SFO,264,2139
"08/04/2023, 07:16","08/04/2023, 07:14",DL,838,N6703D,ATL,MSY,69,425
"08/19/2023, 10:40","08/19/2023, 10:40",WN,142,N452WN,ATL,STL,75,484
"10/29/2023, 17:45","10/29/2023, 17:50",DL,584,N948DZ,ATL,SRQ,68,444
"07/17/2023, 19:54","07/17/2023, 20:10",DL,467,N877DN,ATL,CHS,41,259
"11/15/2023, 19:35","11/15/2023, 19:48",WN,1132,N487WN,ATL,SAT,136,874
"07/24/2023, 11:40","07/24/2023, 12:17",DL,358,N547US,ATL,MCO,101,404
"09/07/2023, 15:28","09/07/2023, 15:41",NK,745,N536NK,ATL,ORD,95,606
"05/28/2023, 09:15","05/28/2023, 09:11",9E,1222,N304PQ,ATL,BQK,44,238
"03/13/2023, 21:45","03/13/2023, 21:48",OO,1194,N625CA,ATL,BMI,84,533
"07/21/2023, 12:33","07/21/2023, 12:31",DL,523,N816DN,ATL,RDU,59,356
"03/11/2023, 10:48","03/11/2023, 10:40",AA,271,N762US,ATL,CLT,40,226
"03/22/2023, 18:22","03/22/2023, 18:41",AA,854,N152UW,ATL,DFW,116,731
"04/05/2023, 15:33","04/05/2023, 15:34",DL,255,N354DN,ATL,DEN,187,1199
